Gene	Category	SuperPathway	SubPathway
K04738	Cellular Processes	Cell growth and death	Apoptosis
K00922	Cellular Processes	Cell growth and death	Apoptosis
K02649	Cellular Processes	Cell growth and death	Apoptosis
K06276	Cellular Processes	Cell growth and death	Apoptosis
K04456	Cellular Processes	Cell growth and death	Apoptosis
K02833	Cellular Processes	Cell growth and death	Apoptosis
K07827	Cellular Processes	Cell growth and death	Apoptosis
K07828	Cellular Processes	Cell growth and death	Apoptosis
K04366	Cellular Processes	Cell growth and death	Apoptosis
K04368	Cellular Processes	Cell growth and death	Apoptosis
K04369	Cellular Processes	Cell growth and death	Apoptosis
K04371	Cellular Processes	Cell growth and death	Apoptosis
K14034	Cellular Processes	Cell growth and death	Apoptosis - fly
K14030	Cellular Processes	Cell growth and death	Apoptosis - fly
K20014	Cellular Processes	Cell growth and death	Apoptosis - fly
K20009	Cellular Processes	Cell growth and death	Apoptosis - fly
K09428	Cellular Processes	Cell growth and death	Apoptosis - fly
K02174	Cellular Processes	Cell growth and death	Apoptosis - fly
K20015	Cellular Processes	Cell growth and death	Apoptosis - fly
K20016	Cellular Processes	Cell growth and death	Apoptosis - fly
K04397	Cellular Processes	Cell growth and death	Apoptosis - fly
K02084	Cellular Processes	Cell growth and death	Apoptosis - fly
K20010	Cellular Processes	Cell growth and death	Apoptosis - fly
K02561	Cellular Processes	Cell growth and death	Apoptosis - fly
K20017	Cellular Processes	Cell growth and death	Apoptosis - fly
K17065	Cellular Processes	Cell growth and death	Apoptosis - fly
K06030	Cellular Processes	Cell growth and death	Apoptosis - fly
K08738	Cellular Processes	Cell growth and death	Apoptosis - fly
K05770	Cellular Processes	Cell growth and death	Apoptosis - fly
K04727	Cellular Processes	Cell growth and death	Apoptosis - fly
K07870	Cellular Processes	Cell growth and death	Apoptosis - fly
K10586	Cellular Processes	Cell growth and death	Apoptosis - fly
K03386	Cellular Processes	Cell growth and death	Apoptosis - fly
K20018	Cellular Processes	Cell growth and death	Apoptosis - fly
K20019	Cellular Processes	Cell growth and death	Apoptosis - fly
K08860	Cellular Processes	Cell growth and death	Apoptosis - fly
K04374	Cellular Processes	Cell growth and death	Apoptosis - fly
K08669	Cellular Processes	Cell growth and death	Apoptosis - fly
K04725	Cellular Processes	Cell growth and death	Apoptosis - fly
K04398	Cellular Processes	Cell growth and death	Apoptosis - fly
K20008	Cellular Processes	Cell growth and death	Apoptosis - fly
K01527	Cellular Processes	Cell growth and death	Apoptosis - fly
K03262	Cellular Processes	Cell growth and death	Apoptosis - fly
K07611	Cellular Processes	Cell growth and death	Apoptosis - fly
K10798	Cellular Processes	Cell growth and death	Apoptosis - fly
K16736	Cellular Processes	Cell growth and death	Apoptosis - fly
K04361	Cellular Processes	Cell growth and death	Apoptosis - fly
K07827	Cellular Processes	Cell growth and death	Apoptosis - fly
K04365	Cellular Processes	Cell growth and death	Apoptosis - fly
K04371	Cellular Processes	Cell growth and death	Apoptosis - fly
K04412	Cellular Processes	Cell growth and death	Apoptosis - fly
K16686	Cellular Processes	Cell growth and death	Apoptosis - fly
K08791	Cellular Processes	Cell growth and death	Apoptosis - fly
K09848	Cellular Processes	Cell growth and death	Apoptosis - fly
K04426	Cellular Processes	Cell growth and death	Apoptosis - fly
K16678	Cellular Processes	Cell growth and death	Apoptosis - fly
K16679	Cellular Processes	Cell growth and death	Apoptosis - fly
K03175	Cellular Processes	Cell growth and death	Apoptosis - fly
K04427	Cellular Processes	Cell growth and death	Apoptosis - fly
K04404	Cellular Processes	Cell growth and death	Apoptosis - fly
K04431	Cellular Processes	Cell growth and death	Apoptosis - fly
K04440	Cellular Processes	Cell growth and death	Apoptosis - fly
K04448	Cellular Processes	Cell growth and death	Apoptosis - fly
K09031	Cellular Processes	Cell growth and death	Apoptosis - fly
K20216	Cellular Processes	Cell growth and death	Apoptosis - fly
K04728	Cellular Processes	Cell growth and death	Apoptosis - fly
K06640	Cellular Processes	Cell growth and death	Apoptosis - fly
K10149	Cellular Processes	Cell growth and death	Apoptosis - fly
K03158	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K02373	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K04398	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K04397	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K02187	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K04726	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K16341	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K10131	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K10132	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K02161	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K04570	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K02159	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K14021	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K08738	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K02084	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K04399	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K10522	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K08669	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K16943	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K16060	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K04725	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K08731	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K16679	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K04440	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K20009	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K20008	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K02561	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K20017	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K20018	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K20014	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K20016	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K16061	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K20104	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K20094	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K20105	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K20106	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K02583	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K08334	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K10586	Cellular Processes	Cell growth and death	Apoptosis - multiple species
K06519	Cellular Processes	Cell growth and death	Ferroptosis
K13869	Cellular Processes	Cell growth and death	Ferroptosis
K11204	Cellular Processes	Cell growth and death	Ferroptosis
K11205	Cellular Processes	Cell growth and death	Ferroptosis
K21456	Cellular Processes	Cell growth and death	Ferroptosis
K05361	Cellular Processes	Cell growth and death	Ferroptosis
K00460	Cellular Processes	Cell growth and death	Ferroptosis
K13515	Cellular Processes	Cell growth and death	Ferroptosis
K01897	Cellular Processes	Cell growth and death	Ferroptosis
K04451	Cellular Processes	Cell growth and death	Ferroptosis
K00657	Cellular Processes	Cell growth and death	Ferroptosis
K14736	Cellular Processes	Cell growth and death	Ferroptosis
K06503	Cellular Processes	Cell growth and death	Ferroptosis
K10142	Cellular Processes	Cell growth and death	Ferroptosis
K21398	Cellular Processes	Cell growth and death	Ferroptosis
K14714	Cellular Processes	Cell growth and death	Ferroptosis
K14720	Cellular Processes	Cell growth and death	Ferroptosis
K13162	Cellular Processes	Cell growth and death	Ferroptosis
K14685	Cellular Processes	Cell growth and death	Ferroptosis
K13624	Cellular Processes	Cell growth and death	Ferroptosis
K12889	Cellular Processes	Cell growth and death	Ferroptosis
K00522	Cellular Processes	Cell growth and death	Ferroptosis
K13625	Cellular Processes	Cell growth and death	Ferroptosis
K10435	Cellular Processes	Cell growth and death	Ferroptosis
K08339	Cellular Processes	Cell growth and death	Ferroptosis
K08337	Cellular Processes	Cell growth and death	Ferroptosis
K09289	Cellular Processes	Cell growth and death	Ferroptosis
K05634	Cellular Processes	Cell growth and death	Ferroptosis
K00510	Cellular Processes	Cell growth and death	Ferroptosis
K15040	Cellular Processes	Cell growth and death	Ferroptosis
K15041	Cellular Processes	Cell growth and death	Ferroptosis
K21421	Cellular Processes	Cell growth and death	Ferroptosis
K18495	Cellular Processes	Cell growth and death	Ferroptosis
K03156	Cellular Processes	Cell growth and death	Necroptosis
K03158	Cellular Processes	Cell growth and death	Necroptosis
K03171	Cellular Processes	Cell growth and death	Necroptosis
K03173	Cellular Processes	Cell growth and death	Necroptosis
K09849	Cellular Processes	Cell growth and death	Necroptosis
K02861	Cellular Processes	Cell growth and death	Necroptosis
K16060	Cellular Processes	Cell growth and death	Necroptosis
K04725	Cellular Processes	Cell growth and death	Necroptosis
K10630	Cellular Processes	Cell growth and death	Necroptosis
K11974	Cellular Processes	Cell growth and death	Necroptosis
K20894	Cellular Processes	Cell growth and death	Necroptosis
K17595	Cellular Processes	Cell growth and death	Necroptosis
K08601	Cellular Processes	Cell growth and death	Necroptosis
K02373	Cellular Processes	Cell growth and death	Necroptosis
K04398	Cellular Processes	Cell growth and death	Necroptosis
K04724	Cellular Processes	Cell growth and death	Necroptosis
K08847	Cellular Processes	Cell growth and death	Necroptosis
K21421	Cellular Processes	Cell growth and death	Necroptosis
K04515	Cellular Processes	Cell growth and death	Necroptosis
K05863	Cellular Processes	Cell growth and death	Necroptosis
K05864	Cellular Processes	Cell growth and death	Necroptosis
K05862	Cellular Processes	Cell growth and death	Necroptosis
K15040	Cellular Processes	Cell growth and death	Necroptosis
K15041	Cellular Processes	Cell growth and death	Necroptosis
K00261	Cellular Processes	Cell growth and death	Necroptosis
K01915	Cellular Processes	Cell growth and death	Necroptosis
K00688	Cellular Processes	Cell growth and death	Necroptosis
K04440	Cellular Processes	Cell growth and death	Necroptosis
K00522	Cellular Processes	Cell growth and death	Necroptosis
K13625	Cellular Processes	Cell growth and death	Necroptosis
K16342	Cellular Processes	Cell growth and death	Necroptosis
K00460	Cellular Processes	Cell growth and death	Necroptosis
K01367	Cellular Processes	Cell growth and death	Necroptosis
K03853	Cellular Processes	Cell growth and death	Necroptosis
K12350	Cellular Processes	Cell growth and death	Necroptosis
K08849	Cellular Processes	Cell growth and death	Necroptosis
K15637	Cellular Processes	Cell growth and death	Necroptosis
K17065	Cellular Processes	Cell growth and death	Necroptosis
K12800	Cellular Processes	Cell growth and death	Necroptosis
K12799	Cellular Processes	Cell growth and death	Necroptosis
K01370	Cellular Processes	Cell growth and death	Necroptosis
K04519	Cellular Processes	Cell growth and death	Necroptosis
K12191	Cellular Processes	Cell growth and death	Necroptosis
K12192	Cellular Processes	Cell growth and death	Necroptosis
K12193	Cellular Processes	Cell growth and death	Necroptosis
K12194	Cellular Processes	Cell growth and death	Necroptosis
K12195	Cellular Processes	Cell growth and death	Necroptosis
K12196	Cellular Processes	Cell growth and death	Necroptosis
K12197	Cellular Processes	Cell growth and death	Necroptosis
K12198	Cellular Processes	Cell growth and death	Necroptosis
K15053	Cellular Processes	Cell growth and death	Necroptosis
K04982	Cellular Processes	Cell growth and death	Necroptosis
K04383	Cellular Processes	Cell growth and death	Necroptosis
K12967	Cellular Processes	Cell growth and death	Necroptosis
K10802	Cellular Processes	Cell growth and death	Necroptosis
K04721	Cellular Processes	Cell growth and death	Necroptosis
K04722	Cellular Processes	Cell growth and death	Necroptosis
K04389	Cellular Processes	Cell growth and death	Necroptosis
K04390	Cellular Processes	Cell growth and death	Necroptosis
K20703	Cellular Processes	Cell growth and death	Necroptosis
K05414	Cellular Processes	Cell growth and death	Necroptosis
K05415	Cellular Processes	Cell growth and death	Necroptosis
K04687	Cellular Processes	Cell growth and death	Necroptosis
K05130	Cellular Processes	Cell growth and death	Necroptosis
K05131	Cellular Processes	Cell growth and death	Necroptosis
K05132	Cellular Processes	Cell growth and death	Necroptosis
K05133	Cellular Processes	Cell growth and death	Necroptosis
K11217	Cellular Processes	Cell growth and death	Necroptosis
K04447	Cellular Processes	Cell growth and death	Necroptosis
K11218	Cellular Processes	Cell growth and death	Necroptosis
K11219	Cellular Processes	Cell growth and death	Necroptosis
K11220	Cellular Processes	Cell growth and death	Necroptosis
K11221	Cellular Processes	Cell growth and death	Necroptosis
K04692	Cellular Processes	Cell growth and death	Necroptosis
K11222	Cellular Processes	Cell growth and death	Necroptosis
K11223	Cellular Processes	Cell growth and death	Necroptosis
K11224	Cellular Processes	Cell growth and death	Necroptosis
K11225	Cellular Processes	Cell growth and death	Necroptosis
K04693	Cellular Processes	Cell growth and death	Necroptosis
K16195	Cellular Processes	Cell growth and death	Necroptosis
K10160	Cellular Processes	Cell growth and death	Necroptosis
K05409	Cellular Processes	Cell growth and death	Necroptosis
K05842	Cellular Processes	Cell growth and death	Necroptosis
K05401	Cellular Processes	Cell growth and death	Necroptosis
K12965	Cellular Processes	Cell growth and death	Necroptosis
K21634	Cellular Processes	Cell growth and death	Necroptosis
K14381	Cellular Processes	Cell growth and death	Necroptosis
K04079	Cellular Processes	Cell growth and death	Necroptosis
K11859	Cellular Processes	Cell growth and death	Necroptosis
K10798	Cellular Processes	Cell growth and death	Necroptosis
K04726	Cellular Processes	Cell growth and death	Necroptosis
K02159	Cellular Processes	Cell growth and death	Necroptosis
K04727	Cellular Processes	Cell growth and death	Necroptosis
K11251	Cellular Processes	Cell growth and death	Necroptosis
K03767	Cellular Processes	Cell growth and death	Necroptosis
K02161	Cellular Processes	Cell growth and death	Necroptosis
K04728	Cellular Processes	Cell growth and death	p53 signaling pathway
K06641	Cellular Processes	Cell growth and death	p53 signaling pathway
K06640	Cellular Processes	Cell growth and death	p53 signaling pathway
K02216	Cellular Processes	Cell growth and death	p53 signaling pathway
K19748	Cellular Processes	Cell growth and death	p53 signaling pathway
K06621	Cellular Processes	Cell growth and death	p53 signaling pathway
K06643	Cellular Processes	Cell growth and death	p53 signaling pathway
K10127	Cellular Processes	Cell growth and death	p53 signaling pathway
K04451	Cellular Processes	Cell growth and death	p53 signaling pathway
K06625	Cellular Processes	Cell growth and death	p53 signaling pathway
K04503	Cellular Processes	Cell growth and death	p53 signaling pathway
K10151	Cellular Processes	Cell growth and death	p53 signaling pathway
K10152	Cellular Processes	Cell growth and death	p53 signaling pathway
K02089	Cellular Processes	Cell growth and death	p53 signaling pathway
K02091	Cellular Processes	Cell growth and death	p53 signaling pathway
K06626	Cellular Processes	Cell growth and death	p53 signaling pathway
K02206	Cellular Processes	Cell growth and death	p53 signaling pathway
K06644	Cellular Processes	Cell growth and death	p53 signaling pathway
K10128	Cellular Processes	Cell growth and death	p53 signaling pathway
K05868	Cellular Processes	Cell growth and death	p53 signaling pathway
K21770	Cellular Processes	Cell growth and death	p53 signaling pathway
K02087	Cellular Processes	Cell growth and death	p53 signaling pathway
K04402	Cellular Processes	Cell growth and death	p53 signaling pathway
K10129	Cellular Processes	Cell growth and death	p53 signaling pathway
K04390	Cellular Processes	Cell growth and death	p53 signaling pathway
K10130	Cellular Processes	Cell growth and death	p53 signaling pathway
K04398	Cellular Processes	Cell growth and death	p53 signaling pathway
K04726	Cellular Processes	Cell growth and death	p53 signaling pathway
K02159	Cellular Processes	Cell growth and death	p53 signaling pathway
K10131	Cellular Processes	Cell growth and death	p53 signaling pathway
K10132	Cellular Processes	Cell growth and death	p53 signaling pathway
K13773	Cellular Processes	Cell growth and death	p53 signaling pathway
K10133	Cellular Processes	Cell growth and death	p53 signaling pathway
K10134	Cellular Processes	Cell growth and death	p53 signaling pathway
K10135	Cellular Processes	Cell growth and death	p53 signaling pathway
K10136	Cellular Processes	Cell growth and death	p53 signaling pathway
K10137	Cellular Processes	Cell growth and death	p53 signaling pathway
K04506	Cellular Processes	Cell growth and death	p53 signaling pathway
K08738	Cellular Processes	Cell growth and death	p53 signaling pathway
K02084	Cellular Processes	Cell growth and death	p53 signaling pathway
K04399	Cellular Processes	Cell growth and death	p53 signaling pathway
K02187	Cellular Processes	Cell growth and death	p53 signaling pathway
K10138	Cellular Processes	Cell growth and death	p53 signaling pathway
K05459	Cellular Processes	Cell growth and death	p53 signaling pathway
K03982	Cellular Processes	Cell growth and death	p53 signaling pathway
K04596	Cellular Processes	Cell growth and death	p53 signaling pathway
K06509	Cellular Processes	Cell growth and death	p53 signaling pathway
K16857	Cellular Processes	Cell growth and death	p53 signaling pathway
K10139	Cellular Processes	Cell growth and death	p53 signaling pathway
K10140	Cellular Processes	Cell growth and death	p53 signaling pathway
K10808	Cellular Processes	Cell growth and death	p53 signaling pathway
K10141	Cellular Processes	Cell growth and death	p53 signaling pathway
K20394	Cellular Processes	Cell growth and death	p53 signaling pathway
K01110	Cellular Processes	Cell growth and death	p53 signaling pathway
K07207	Cellular Processes	Cell growth and death	p53 signaling pathway
K10142	Cellular Processes	Cell growth and death	p53 signaling pathway
K10143	Cellular Processes	Cell growth and death	p53 signaling pathway
K10144	Cellular Processes	Cell growth and death	p53 signaling pathway
K10145	Cellular Processes	Cell growth and death	p53 signaling pathway
K10146	Cellular Processes	Cell growth and death	p53 signaling pathway
K10147	Cellular Processes	Cell growth and death	p53 signaling pathway
K10148	Cellular Processes	Cell growth and death	p53 signaling pathway
K13375	Cellular Processes	Cell growth and death	Cellular senescence
K13376	Cellular Processes	Cell growth and death	Cellular senescence
K13377	Cellular Processes	Cell growth and death	Cellular senescence
K04674	Cellular Processes	Cell growth and death	Cellular senescence
K04388	Cellular Processes	Cell growth and death	Cellular senescence
K04500	Cellular Processes	Cell growth and death	Cellular senescence
K04685	Cellular Processes	Cell growth and death	Cellular senescence
K02089	Cellular Processes	Cell growth and death	Cellular senescence
K02091	Cellular Processes	Cell growth and death	Cellular senescence
K04503	Cellular Processes	Cell growth and death	Cellular senescence
K10151	Cellular Processes	Cell growth and death	Cellular senescence
K10152	Cellular Processes	Cell growth and death	Cellular senescence
K06618	Cellular Processes	Cell growth and death	Cellular senescence
K04681	Cellular Processes	Cell growth and death	Cellular senescence
K16332	Cellular Processes	Cell growth and death	Cellular senescence
K17454	Cellular Processes	Cell growth and death	Cellular senescence
K09389	Cellular Processes	Cell growth and death	Cellular senescence
K06620	Cellular Processes	Cell growth and death	Cellular senescence
K04682	Cellular Processes	Cell growth and death	Cellular senescence
K00922	Cellular Processes	Cell growth and death	Cellular senescence
K02649	Cellular Processes	Cell growth and death	Cellular senescence
K07201	Cellular Processes	Cell growth and death	Cellular senescence
K09408	Cellular Processes	Cell growth and death	Cellular senescence
K06625	Cellular Processes	Cell growth and death	Cellular senescence
K02206	Cellular Processes	Cell growth and death	Cellular senescence
K06626	Cellular Processes	Cell growth and death	Cellular senescence
K06751	Cellular Processes	Cell growth and death	Cellular senescence
K07981	Cellular Processes	Cell growth and death	Cellular senescence
K07827	Cellular Processes	Cell growth and death	Cellular senescence
K07828	Cellular Processes	Cell growth and death	Cellular senescence
K07829	Cellular Processes	Cell growth and death	Cellular senescence
K07830	Cellular Processes	Cell growth and death	Cellular senescence
K07831	Cellular Processes	Cell growth and death	Cellular senescence
K02833	Cellular Processes	Cell growth and death	Cellular senescence
K04456	Cellular Processes	Cell growth and death	Cellular senescence
K07206	Cellular Processes	Cell growth and death	Cellular senescence
K07207	Cellular Processes	Cell growth and death	Cellular senescence
K07208	Cellular Processes	Cell growth and death	Cellular senescence
K07203	Cellular Processes	Cell growth and death	Cellular senescence
K01110	Cellular Processes	Cell growth and death	Cellular senescence
K11411	Cellular Processes	Cell growth and death	Cellular senescence
K06627	Cellular Processes	Cell growth and death	Cellular senescence
K21769	Cellular Processes	Cell growth and death	Cellular senescence
K21773	Cellular Processes	Cell growth and death	Cellular senescence
K21774	Cellular Processes	Cell growth and death	Cellular senescence
K21775	Cellular Processes	Cell growth and death	Cellular senescence
K21776	Cellular Processes	Cell growth and death	Cellular senescence
K10752	Cellular Processes	Cell growth and death	Cellular senescence
K09406	Cellular Processes	Cell growth and death	Cellular senescence
K04377	Cellular Processes	Cell growth and death	Cellular senescence
K06621	Cellular Processes	Cell growth and death	Cellular senescence
K06643	Cellular Processes	Cell growth and death	Cellular senescence
K04451	Cellular Processes	Cell growth and death	Cellular senescence
K08015	Cellular Processes	Cell growth and death	Cellular senescence
K03362	Cellular Processes	Cell growth and death	Cellular senescence
K08826	Cellular Processes	Cell growth and death	Cellular senescence
K06269	Cellular Processes	Cell growth and death	Cellular senescence
K04366	Cellular Processes	Cell growth and death	Cellular senescence
K04368	Cellular Processes	Cell growth and death	Cellular senescence
K04369	Cellular Processes	Cell growth and death	Cellular senescence
K04371	Cellular Processes	Cell growth and death	Cellular senescence
K02678	Cellular Processes	Cell growth and death	Cellular senescence
K04432	Cellular Processes	Cell growth and death	Cellular senescence
K04433	Cellular Processes	Cell growth and death	Cellular senescence
K04441	Cellular Processes	Cell growth and death	Cellular senescence
K04402	Cellular Processes	Cell growth and death	Cellular senescence
K02087	Cellular Processes	Cell growth and death	Cellular senescence
K05868	Cellular Processes	Cell growth and death	Cellular senescence
K21770	Cellular Processes	Cell growth and death	Cellular senescence
K21771	Cellular Processes	Cell growth and death	Cellular senescence
K10865	Cellular Processes	Cell growth and death	Cellular senescence
K10866	Cellular Processes	Cell growth and death	Cellular senescence
K10867	Cellular Processes	Cell growth and death	Cellular senescence
K04728	Cellular Processes	Cell growth and death	Cellular senescence
K06641	Cellular Processes	Cell growth and death	Cellular senescence
K10994	Cellular Processes	Cell growth and death	Cellular senescence
K10995	Cellular Processes	Cell growth and death	Cellular senescence
K02830	Cellular Processes	Cell growth and death	Cellular senescence
K10903	Cellular Processes	Cell growth and death	Cellular senescence
K06640	Cellular Processes	Cell growth and death	Cellular senescence
K02216	Cellular Processes	Cell growth and death	Cellular senescence
K06645	Cellular Processes	Cell growth and death	Cellular senescence
K14381	Cellular Processes	Cell growth and death	Cellular senescence
K09183	Cellular Processes	Cell growth and death	Cellular senescence
K21124	Cellular Processes	Cell growth and death	Cellular senescence
K02580	Cellular Processes	Cell growth and death	Cellular senescence
K04735	Cellular Processes	Cell growth and death	Cellular senescence
K04383	Cellular Processes	Cell growth and death	Cellular senescence
K05405	Cellular Processes	Cell growth and death	Cellular senescence
K10030	Cellular Processes	Cell growth and death	Cellular senescence
K10138	Cellular Processes	Cell growth and death	Cellular senescence
K03982	Cellular Processes	Cell growth and death	Cellular senescence
K07205	Cellular Processes	Cell growth and death	Cellular senescence
K04443	Cellular Processes	Cell growth and death	Cellular senescence
K18753	Cellular Processes	Cell growth and death	Cellular senescence
K04851	Cellular Processes	Cell growth and death	Cellular senescence
K04973	Cellular Processes	Cell growth and death	Cellular senescence
K04982	Cellular Processes	Cell growth and death	Cellular senescence
K01367	Cellular Processes	Cell growth and death	Cellular senescence
K03853	Cellular Processes	Cell growth and death	Cellular senescence
K02183	Cellular Processes	Cell growth and death	Cellular senescence
K04348	Cellular Processes	Cell growth and death	Cellular senescence
K06268	Cellular Processes	Cell growth and death	Cellular senescence
K04446	Cellular Processes	Cell growth and death	Cellular senescence
K17332	Cellular Processes	Cell growth and death	Cellular senescence
K17333	Cellular Processes	Cell growth and death	Cellular senescence
K17334	Cellular Processes	Cell growth and death	Cellular senescence
K04958	Cellular Processes	Cell growth and death	Cellular senescence
K04959	Cellular Processes	Cell growth and death	Cellular senescence
K04960	Cellular Processes	Cell growth and death	Cellular senescence
K05863	Cellular Processes	Cell growth and death	Cellular senescence
K05864	Cellular Processes	Cell growth and death	Cellular senescence
K05862	Cellular Processes	Cell growth and death	Cellular senescence
K15040	Cellular Processes	Cell growth and death	Cellular senescence
K15041	Cellular Processes	Cell growth and death	Cellular senescence
K20858	Cellular Processes	Cell growth and death	Cellular senescence
K06236	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K19719	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06237	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06238	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K08131	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05637	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06240	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06241	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05636	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06243	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06244	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06245	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05635	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06246	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06247	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06248	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06249	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K16857	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04659	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05717	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06250	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06251	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06252	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K03900	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06253	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06480	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06481	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06476	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06482	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06483	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06484	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06485	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06583	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06584	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06585	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06586	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06587	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06487	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05719	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06493	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06525	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06588	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06589	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06590	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06591	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04359	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K17386	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05450	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04357	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05459	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05448	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K16858	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K16859	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05449	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05460	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04363	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05089	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05087	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05098	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04361	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05096	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05097	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05099	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
